id,otel_ad,fiyat,imageurl,score,bolge,hava_alanina_uzakligi,denize_uzakligi,plaj,iskele,a_la_carte_restoran,asansor,acik_restoran,kapali_restoran,acik_havuz,kapali_havuz,bedensel_engelli_odasi,bar,su_kaydiragi,balo_salonu,kuafor,otopark,market,sauna,doktor,beach_voley,fitness,canli_eglence,wireless_internet,animasyon,sorf,parasut,arac_kiralama,kano,spa,masaj,masa_tenisi,cocuk_havuzu,cocuk_parki
456,Suite Laguna Otel,20904.6,https://cdn.tatilsepeti.com/Files/Images/Tesis/02970/1050X700/tsr02970637340354970319823.jpg,7.7,Antalya Muratpaşa ,15,750.0,-1.0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
81,Holiday Park Resort Hotel,15300.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/01514/1050X700/tsr01514638103226096949464.jpg,8.1,Antalya Alanya Okurcalar ,85,0.0,2.0,0,1,1,1,1,1,1,0,4,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1
52,Orange County Kemer,13650.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/01323/1050X700/tsr01323638502687859875273.jpg,8.2,Antalya Kemer Merkez ,60,0.0,2.0,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0
45,Luna Blanca Resort Spa,22933.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/04835/1050X700/tsr04835638411707291737515.jpg,7.6,Antalya Side Kumköy ,65,200.0,2.0,0,2,1,1,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
21,Crystal De Luxe Resort Spa,31200.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/01702/1050X700/tsr01702638471280524819039.jpg,0.9,Antalya Kemer Merkez ,56,50.0,2.0,1,3,1,3,4,3,2,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,Marvida Family Eco (Ex. Otium Family Eco Club),40096.0,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Radisson Blu Resort Spa Çeşme,43608.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/02518/1050X700/tsr02518638327097627456681.jpg,7.9,Çeşme Ilıca ,88,0.0,2.0,1,1,1,0,1,1,1,0,3,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1
457,Summer Rose Hotel,4915.2,https://cdn.tatilsepeti.com/Files/Images/Tesis/12276/1050X700/tsr12276637866595684975473.jpg,7.9,Antalya Side Cennetler ,65,750.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
247,Glamour Resort Spa,15377.5,https://cdn.tatilsepeti.com/Files/Images/Tesis/06714/1050X700/tsr06714637328341710557942.jpg,8.8,Antalya Side Çolaklı ,55,300.0,,0,2,1,1,1,1,1,0,3,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
139,Casa Nonna Bodrum,65696.3,https://cdn.tatilsepeti.com/Files/Images/Tesis/04363/1050X700/tsr04363637964154902207675.jpg,9.2,Bodrum İçmeler ,35,0.0,2.0,1,1,1,1,1,1,0,1,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0
459,Şenyıldız Hotel,15000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/11331/1050X700/tsr11331638007756103391128.jpg,,İzmir Foça ,90,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Sunny Hill Alya Hotel,12540.9,https://cdn.tatilsepeti.com/Files/Images/Tesis/05079/1050X700/tsr05079638068776820539246.jpg,8.4,Antalya Alanya ,125,200.0,2.0,0,0,0,1,1,2,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0
636,Anjeliq Downtown Boutique Hotel,4860.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13355/1050X700/tsr13355638285751076862442.jpg,,Antalya Alanya ,43,,2.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
22,Crystal Family Resort Spa,28500.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/01701/1050X700/tsr01701638471479236054414.jpg,8.9,Antalya Belek Boğazkent ,40,0.0,,0,4,1,5,2,5,2,1,6,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
215,Rixos Downtown Antalya,34048.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/00200/1050X700/tsr00200637249793856199197.jpg,9.1,Antalya Antalya Merkez ,18,200.0,2.0,0,3,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
458,Sunpoint Hotel Bodrum,6600.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/05828/1050X700/tsr05828638063569100249472.jpg,6.2,Bodrum Gümbet ,38,200.0,,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
82,Kırbıyık Resort Hotel,14600.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/00546/1050X700/tsr00546638299405224223648.jpg,8.9,Antalya Alanya Kargıcak ,130,,2.0,1,1,1,1,2,2,1,1,5,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
584,Mediterra Art Hotel,10511.4,https://cdn.tatilsepeti.com/Files/TesisResim/01792/tsr01792635488211105970000.jpg,0.8,Antalya Kaleiçi ,16,750.0,-1.0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
762,Surla Hotel,10500.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/12529/1050X700/tsr12529637933287119896896.jpg,,İzmir Urla ,40,,2.0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
677,Güler Butik Hotel,3228.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/05272/1050X700/tsr05272638202835729900403.jpg,8.5,Antalya Kemer Beldibi ,50,300.0,,0,15,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
83,Orange County Belek,20160.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/08801/1050X700/tsr08801638505908649539053.jpg,8.6,Antalya Belek ,35,0.0,2.0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0
248,İzmir Marriott,27057.8,https://cdn.tatilsepeti.com/Files/Images/Tesis/12012/1050X700/tsr12012637744169185998522.jpg,,İzmir Konak ,17,0.0,,0,2,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
763,Surya Butik Hotel,22400.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/12482/1050X700/tsr12482637910822037175626.jpg,,Çeşme Alaçatı ,110,,-1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,Meridia Beach Hotel,19400.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/08514/1050X700/tsr08514637335353842924103.jpg,8.7,Antalya Alanya Okurcalar ,76,100.0,2.0,0,1,1,1,1,1,1,1,6,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
23,Crystal Palace Luxury Resort Spa,9008.4,https://cdn.tatilsepeti.com/Files/Images/Tesis/02958/1050X700/tsr02958638472178258802507.jpg,8.4,Antalya Side Çolaklı ,55,0.0,,0,5,1,4,4,2,1,1,10,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
140,Club Hotel Barbarossa Kaş,16957.5,https://cdn.tatilsepeti.com/Files/Images/Tesis/01921/1050X700/tsr01921637842818690645520.jpg,7.7,Antalya Kaş Çukurbağ Yarımadası ,92,0.0,2.0,1,1,1,1,1,2,0,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0
764,Swan Boutique Hotel +12,12179.9,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Lonicera Premium Hotel,12941.1,https://cdn.tatilsepeti.com/Files/Images/Tesis/10463/1050X700/tsr10463637834545317346450.jpg,0.8,Antalya Alanya Türkler ,65,0.0,2.0,0,0,1,1,1,1,1,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1
460,Tal Beach Hotel,4710.2,https://cdn.tatilsepeti.com/Files/Images/Tesis/12890/1050X700/tsr12890638120562810701171.jpg,,Antalya Kemer ,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Robinson Club Pamfilya,39155.2,https://cdn.tatilsepeti.com/Files/Images/Tesis/01735/1050X700/tsr01735638479273247641919.jpg,9.1,Antalya Side Titreyengöl ,70,0.0,2.0,1,1,0,1,1,1,0,1,3,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
141,Cotton Boutique Hotel,8994.2,https://cdn.tatilsepeti.com/Files/TesisResim/04079/tsr04079636978541155584918.jpg,8.7,Bodrum Gümbet ,28,750.0,,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
350,Şavk Hotel,9000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/03702/1050X700/tsr03702637181639335659236.jpg,7.4,Antalya Alanya ,45,0.0,2.0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
142,Ege Tulip Çeşme Deluxe Hotel,8092.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/03878/1050X700/tsr03878637344783983495449.jpg,0.8,Çeşme Çeşme Merkez ,80,750.0,,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
462,The Abc Hotel,15729.6,https://cdn.tatilsepeti.com/Files/Images/Tesis/12550/1050X700/tsr12550637968687619289462.jpg,,Çeşme Alaçatı ,0,,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Robinson Çamyuva,19140.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/01736/1050X700/tsr01736638500691600665392.jpg,7.6,Antalya Kemer Çamyuva ,60,0.0,2.0,1,2,0,3,0,1,0,1,4,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0
765,Şirince Klaseas Hotel,22000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/11541/1050X700/tsr11541637535639848407675.jpg,,İzmir Şirince ,44,750.0,-1.0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24,Crystal Prestige Elite,18720.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/04929/1050X700/tsr04929638473204917173555.jpg,7.7,Antalya Kemer Göynük ,40,100.0,2.0,0,4,1,1,1,5,2,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
48,Meryan Beach Hotel Spa,22120.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/02026/1050X700/tsr02026638252841379104097.jpg,8.3,Antalya Alanya Okurcalar ,85,0.0,2.0,1,0,1,2,1,2,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
351,The Beachfront Hotel,20088.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/05454/1050X700/tsr05454637336085619664933.jpg,9.3,Marmaris Merkez ,90,0.0,2.0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0
461,Temple Hotel,4586.4,https://cdn.tatilsepeti.com/Files/Images/Tesis/03118/1050X700/tsr03118638170744894618871.jpg,6.5,Didim Altınkum ,75,200.0,,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0
249,Klas More Beach Hotel,12000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/07856/1050X700/tsr07856637744011323513287.jpg,7.4,Antalya Alanya ,25,,2.0,0,1,1,1,1,2,0,0,3,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
463,The Yalı Konak Hotel İzmir,10857.6,https://cdn.tatilsepeti.com/Files/Images/Tesis/13743/1050X700/tsr13743638428257750965662.jpg,,İzmir Konak ,25,,,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
352,The Hello Hotel,7088.6,https://cdn.tatilsepeti.com/Files/Images/Tesis/13934/1050X700/tsr13934638501565136758109.jpg,,Bodrum Gümbet ,35,100.0,-1.0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
766,Tangiers Hotel Yalıkavak,10500.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/12995/1050X700/tsr12995638155204237896658.jpg,,Bodrum Yalıkavak ,52,,-1.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Golden Key Bördübet,15000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/00470/1050X700/tsr00470637838300410793786.gif,9.8,Marmaris Bördübet ,125,500.0,2.0,1,2,0,2,0,1,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
353,The Rest Port Argento,23895.9,https://cdn.tatilsepeti.com/Files/Images/Tesis/13923/1050X700/tsr13923638479611918857724.jpg,,Bodrum Gümüşlük ,57,750.0,,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
145,Saylam Suites,28480.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/03582/1050X700/tsr03582637333709040525741.jpg,9.3,Antalya Kaş ,154,750.0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,The New Zeybek Hotel,5283.5,https://cdn.tatilsepeti.com/Files/Images/Tesis/10552/1050X700/tsr10552637115829423399383.jpg,,İzmir Basmane ,16,750.0,,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
49,Mirada Del Mar,35280.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/00737/1050X700/tsr00737637574541273488956.jpg,8.9,Antalya Kemer Göynük ,45,0.0,2.0,1,5,1,3,1,3,1,1,8,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
464,Villa Rustica Hotel,18000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/04577/1050X700/tsr04577637338878203717975.jpg,9.4,Bodrum Gündoğan ,50,300.0,-1.0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
25,Crystal Sunset Luxury,55440.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/03637/1050X700/tsr03637638468055150542439.jpg,8.1,Antalya Side Kumköy ,60,750.0,2.0,0,6,1,1,1,4,2,1,13,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
84,Seven Seas Hotel Blue,21000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/04937/1050X700/tsr04937637250739779033244.jpg,8.4,Antalya Side Titreyengöl ,70,0.0,2.0,0,3,1,1,1,4,0,1,8,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
144,Provence Mansion Alaçatı,11000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/07718/1050X700/tsr07718637611702348103702.jpg,9.9,Çeşme Alaçatı ,90,,,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
218,Royal Atlantis Spa Resort,30450.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/00167/1050X700/tsr00167637698149862268205.jpg,8.6,Antalya Side Gündoğdu ,50,0.0,2.0,0,4,1,1,1,2,1,1,7,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
250,Port Side Resort Hotel,24912.3,https://cdn.tatilsepeti.com/Files/Images/Tesis/03503/1050X700/tsr03503638438571003035751.jpg,8.6,Antalya Side Evrenseki ,60,,2.0,0,1,0,1,1,1,1,0,3,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0
768,The Xon Hotel Çeşme,23400.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13883/1050X700/tsr13883638470505930034466.jpg,,Çeşme Çeşme Merkez Musalla Mahallesi ,90,750.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
769,Tiny Town Kuyucak,16450.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13504/1050X700/tsr13504638335276548917409.jpg,,İzmir Karaburun ,0,100.0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
146,Upperhouse Boutique Hotel,9200.0,https://cdn.tatilsepeti.com/Files/TesisResim/04035/tsr04035635493143718438750.jpg,8.6,Antalya Kaş ,225,200.0,2.0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
770,Toll Garden,9300.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/07438/1050X700/tsr07438638161209191097681.jpg,8.6,Antalya Side ,65,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,Side Royal Palace Hotel Spa,29907.6,https://cdn.tatilsepeti.com/Files/Images/Tesis/05851/1050X700/tsr05851638035176994178133.jpg,8.4,Antalya Side Evrenseki ,58,200.0,,0,3,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
26,Crystal Waterworld Resort Spa,28050.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/03636/1050X700/tsr03636638472370453926300.jpg,8.1,Antalya Belek Boğazkent ,40,0.0,2.0,0,11,1,1,1,4,2,0,13,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
354,Tui Blue Angora Beach,19719.9,https://cdn.tatilsepeti.com/Files/Images/Tesis/13898/1050X700/tsr13898638474796625191981.jpg,,İzmir Seferihisar ,41,100.0,-1.0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0
50,Nirvana Mediterranean Excellence,11137.5,https://cdn.tatilsepeti.com/Files/Images/Tesis/04259/1050X700/tsr04259638500751824977293.jpg,8.2,Antalya Kemer Beldibi ,36,0.0,2.0,1,8,1,1,1,12,2,1,16,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
465,Wasa Hotel,8721.0,https://cdn.tatilsepeti.com/Files/TesisResim/01419/tsr01419636545702563129645.jpg,,Antalya Alanya Damlataş ,45,750.0,-1.0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
432,Kosa Otel Çeşme,8500.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/08995/1050X700/tsr08995637341332872447254.jpg,8.7,Çeşme Çeşme Merkez ,97,200.0,-1.0,0,1,1,1,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
251,Radisson Collection Bodrum,27572.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/11568/1050X700/tsr11568638196819008055316.jpg,0.9,Bodrum Akyarlar ,58,50.0,2.0,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0
219,Royal Holiday Palace,30450.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/04219/1050X700/tsr04219638068856138543828.jpg,8.8,Antalya Lara Kundu ,15,0.0,2.0,1,6,1,1,1,2,1,1,9,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
466,Zeybek Beach Hotel,3853.3,https://cdn.tatilsepeti.com/Files/Images/Tesis/12224/1050X700/tsr12224638040255008396420.jpg,7.7,Marmaris Turunç ,110,0.0,2.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
252,Ramada By Wyndham Tire,14000.0,https://cdn.tatilsepeti.com/Files/TesisResim/08768/tsr08768636897188991166604.jpg,8.1,İzmir Tire ,74,,-1.0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
467,Zeynel Hotel,8700.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/11108/1050X700/tsr11108637287688986874371.jpg,,Antalya Konyaaltı ,21,,-1.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
148,Alaçatı Bellezza Hotel,8128.4,https://cdn.tatilsepeti.com/Files/Images/Tesis/07887/1050X700/tsr07887637336286780631602.jpg,9.2,Çeşme Alaçatı ,85,750.0,,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
637,Anjeliq House Boutique Hotel,12524.4,https://cdn.tatilsepeti.com/Files/Images/Tesis/13375/1050X700/tsr13375638345339792224253.jpg,,Antalya Alanya ,40,,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
771,Toscana Garden Bungalov,10800.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/13288/1050X700/tsr13288638244148231869363.jpg,,Çeşme Alaçatı ,0,,-1.0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,Raymar Resort Aqua,13440.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/05974/1050X700/tsr05974637780425802356759.jpg,7.5,Antalya Side Manavgat ,88,0.0,2.0,1,3,1,1,1,2,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
86,Side Star Beach,22704.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/02367/1050X700/tsr02367637308616283081977.jpg,8.4,Antalya Side Manavgat ,65,0.0,2.0,0,3,1,1,1,1,0,1,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
87,Sorgun Akadia Hotel Luxury Resort Adult Only+16,31320.0,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Alaçatı Aura Plus Otel,9899.9,https://cdn.tatilsepeti.com/Files/Images/Tesis/10782/1050X700/tsr10782637298879499248839.jpg,8.9,Çeşme Alaçatı ,85,750.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
468,Atalla Otel,5942.8,https://cdn.tatilsepeti.com/Files/Images/Tesis/03610/1050X700/tsr03610638227252859225183.jpg,7.2,Antalya Muratpaşa ,8,750.0,-1.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
469,Kaftans City Hotel By Rrhr,5037.8,https://cdn.tatilsepeti.com/Files/Images/Tesis/02691/1050X700/tsr02691638149169928642826.png,5.9,Antalya Kemer Merkez ,45,400.0,2.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
150,Cumbalıca Garden Hotel,28671.7,https://cdn.tatilsepeti.com/Files/Images/Tesis/13180/1050X700/tsr13180638259310168444908.jpg,,Çeşme Ilıca ,0,,2.0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Best Western Plus Konak,11400.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/01018/1050X700/tsr01018637341473996040391.jpg,7.8,İzmir Konak ,20,100.0,,0,1,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
151,Mekvin Hotels Deniz Feneri Lighthouse +12 Adults Only,9523.8,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Riolavitas Resort Spa,13455.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/07662/1050X700/tsr07662638490459606501448.jpg,7.8,Antalya Side Titreyengöl ,75,300.0,2.0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
88,Asrın Beach Hotel,8861.4,https://cdn.tatilsepeti.com/Files/Images/Tesis/02383/1050X700/tsr02383637345600843563057.jpg,6.9,Antalya Alanya İncekum ,100,0.0,2.0,0,1,1,1,1,1,1,0,4,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0
149,Crystal Boutique Beach Resort,14657.7,https://cdn.tatilsepeti.com/Files/Images/Tesis/08415/1050X700/tsr08415638473067118481492.jpg,8.1,Antalya Belek Boğazkent ,40,0.0,2.0,0,4,0,1,1,2,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
772,True Blue Boutique Hotel,21159.1,https://cdn.tatilsepeti.com/Files/TesisResim/08174/tsr08174636619944257626282.jpg,,Antalya Kalkan ,220,200.0,-1.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
152,Muup Alaçatı,12000.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/12452/1050X700/tsr12452638144846552296326.jpg,,Çeşme Alaçatı ,0,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
253,Seashell Vega,30536.4,https://cdn.tatilsepeti.com/Files/Images/Tesis/13852/1050X700/tsr13852638464498674572234.jpg,,Antalya Side Gündoğdu ,50,300.0,,0,0,1,0,0,1,1,0,2,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1
254,Side Sunport Hotel Spa (Ex. Side Sungate),19207.2,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,Numa Port Hotel,12400.0,https://cdn.tatilsepeti.com/Files/Images/Tesis/12967/1050X700/tsr12967638300311818796540.jpg,,Antalya Alanya ,40,300.0,,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
